       325          6
         2          1  -2.000000          3   0.000000          0   0.000000          0   1.000000          4   0.000000          0   0.000000          0   1.2000000000000000e+17 -1.0000000000000000e+00   0.0000000000000000e+00
         3          2  -1.000000          3  -1.000000          2   0.000000          0   1.000000          5   0.000000          0   0.000000          0   5.0000000000000000e+17 -1.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000          1   0.000000          0   1.000000          2   1.000000          5   0.000000          0   3.8700000000000000e+04  2.7000000000000002e+00   3.1501507251452645e+03
         4          2  -1.000000          3  -1.000000          7   0.000000          0   1.000000          5   1.000000          4   0.000000          0   2.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000          8   0.000000          0   1.000000          5   1.000000          7   0.000000          0   9.6300000000000000e+06  2.0000000000000000e+00   2.0128758627126290e+03
         4          2  -1.000000          3  -1.000000         10   0.000000          0   1.000000          2   1.000000         15   0.000000          0   5.7000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         11   0.000000          0   1.000000          2   1.000000         17   0.000000          0   8.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         12   0.000000          0   1.000000          1   1.000000         15   0.000000          0   1.5000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         12   0.000000          0   1.000000          2   1.000000         17   0.000000          0   1.5000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         13   0.000000          0   1.000000          2   1.000000         18   0.000000          0   5.0600000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         14   0.000000          0   1.000000          5   1.000000         13   0.000000          0   1.0200000000000000e+09  1.5000000000000000e+00   4.3276831048321528e+03
         3          2  -1.000000          3  -1.000000         15   0.000000          0   1.000000         16   0.000000          0   0.000000          0   1.8000000000000000e+10  0.0000000000000000e+00   1.2001772331424052e+03
         4          2  -1.000000          3  -1.000000         17   0.000000          0   1.000000          5   1.000000         15   0.000000          0   3.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         17   0.000000          0   1.000000          2   1.000000         16   0.000000          0   3.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         18   0.000000          0   1.000000          5   1.000000         17   0.000000          0   3.9000000000000000e+13  0.0000000000000000e+00   1.7813951385006767e+03
         4          2  -1.000000          3  -1.000000         19   0.000000          0   1.000000          5   1.000000         18   0.000000          0   1.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         20   0.000000          0   1.000000          5   1.000000         18   0.000000          0   1.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         21   0.000000          0   1.000000          5   1.000000         19   0.000000          0   3.8800000000000000e+05  2.5000000000000000e+00   1.5599787936022876e+03
         4          2  -1.000000          3  -1.000000         21   0.000000          0   1.000000          5   1.000000         20   0.000000          0   1.3000000000000000e+05  2.5000000000000000e+00   2.5160948283907865e+03
         4          2  -1.000000          3  -1.000000         22   0.000000          0   1.000000         10   1.000000         15   0.000000          0   5.0000000000000000e+13  0.0000000000000000e+00   0.0000000000000000e+00
         4          2  -1.000000          3  -1.000000         23   0.000000          0   1.000000          2   1.000000         28   0.000000          0   1.3500000000000000e+07  2.0000000000000000e+00   9.5611603478849884e+02
         4          2  -1.000000          3  -1.000000         23   0.000000          0   1.000000          5   1.000000         22   0.000000          0   4.6000000000000000e+19 -1.4099999999999999e+00   1.4568189056382653e+04
