iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
101 	 1.0200000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999943e+02 	1.0839288724e-15 	3.1080098856e-16 	2.5461681243e-15 	2.1875780613e-01 	7.7612443786e-15 	6.0842508430e-14 	1.0617907916e-10 	3.7385031162e-14 	-7.0267914768e-30 	1.2879653548e-29 	1.1562574863e-23 	1.4618493103e-24 	4.8424623345e-11 	5.4838588399e-02 	1.3620886857e-19 	7.6293802734e-22 	1.5952945095e-21 	1.0283874264e-13 	1.7097659003e-25 	1.5625244641e-15 	1.5640567703e-16 	1.8202195374e-31 	8.2494894801e-30 	2.6036626130e-30 	9.8149862333e-21 	1.2629425910e-20 	3.2515779585e-18 	-1.5689609522e-30 	-9.4664054356e-29 	9.4605973511e-28 	5.4261834918e-29 	-2.3220866089e-29 	-2.3747271630e-28 	6.5445735608e-29 	3.6489056430e-21 	1.0639902412e-27 	-7.8489910888e-28 	3.1193203038e-19 	-3.7282477805e-29 	1.3759372380e-29 	1.2967433474e-28 	1.0189161197e-28 	6.1164598921e-31 	1.2215436110e-29 	-9.7010938076e-28 	-1.4222667253e-27 	9.9374983332e-28 	7.1375878635e-01 	1.2644818957e-02 	2.9662864359e-29 	2.4453036299e-28 	-1.1116500470e-28 	2.4394614958e-31 	
102 	 1.0300000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999942e+02 	1.0986329030e-15 	3.1171455396e-16 	2.5688251840e-15 	2.1875780613e-01 	7.8391561483e-15 	6.2095713254e-14 	1.0721975533e-10 	3.8121449211e-14 	1.3948057687e-30 	3.3767111121e-29 	1.1793577630e-23 	1.4909089971e-24 	4.8899659675e-11 	5.4838588398e-02 	1.4029284008e-19 	7.8602460875e-22 	1.6270641612e-21 	1.0487876415e-13 	1.7444574393e-25 	1.5794778594e-15 	1.5977593365e-16 	2.0313487185e-29 	8.0405433589e-30 	3.4811743273e-30 	1.0165344893e-20 	1.2943741274e-20 	3.3481842434e-18 	-5.7751741006e-30 	-9.5380915034e-29 	9.5178179203e-28 	6.0650174169e-29 	-2.7186502281e-29 	-2.3746812930e-28 	6.3469748221e-29 	3.6597140318e-21 	1.0981991498e-27 	-8.2623810606e-28 	3.1627789634e-19 	-3.8315470843e-29 	-1.5413142573e-30 	1.3387573470e-28 	9.4433819734e-29 	-7.5886141435e-30 	1.2215434303e-29 	-1.0526877371e-27 	-1.4398477868e-27 	1.0620357554e-27 	7.1375878635e-01 	1.2644818957e-02 	2.8595465263e-29 	2.0843571634e-28 	-1.1101870498e-28 	2.5540476858e-31 	
103 	 1.0400000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999942e+02 	1.1133800103e-15 	3.1262472773e-16 	2.5914387086e-15 	2.1875780613e-01 	7.9170439902e-15 	6.3361433692e-14 	1.0826042543e-10 	3.8865045411e-14 	7.0560582654e-30 	2.8515689108e-29 	1.2026820982e-23 	1.5202454759e-24 	4.9374700940e-11 	5.4838588398e-02 	1.4445772045e-19 	8.0957008791e-22 	1.6591477236e-21 	1.0693886014e-13 	1.7793922340e-25 	1.5964322300e-15 	1.6318256140e-16 	1.9657168308e-29 	6.3253694036e-30 	-8.0017145644e-30 	1.0524375202e-20 	1.3262359219e-20 	3.4466858584e-18 	-5.5798098679e-30 	-9.0809385669e-29 	9.6382032316e-28 	5.8763288366e-29 	-2.7425899921e-29 	-2.3745299340e-28 	5.4512949081e-29 	3.6704827240e-21 	1.1392232731e-27 	-8.5575654261e-28 	3.2064867989e-19 	-3.1748121199e-29 	-2.5401163713e-30 	1.3776916758e-28 	9.0307435912e-29 	-8.4942950947e-30 	1.2215407823e-29 	-1.1280554926e-27 	-1.4591088925e-27 	1.0630566374e-27 	7.1375878635e-01 	1.2644818957e-02 	1.5015532754e-29 	1.2942581845e-28 	-1.1165806362e-28 	2.6721303683e-31 	
104 	 1.0500000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999941e+02 	1.1281700380e-15 	3.1353167363e-16 	2.6140102208e-15 	2.1875780613e-01 	7.9949088371e-15 	6.4639665974e-14 	1.0930108946e-10 	3.9615819636e-14 	-6.1907054020e-30 	4.6622333722e-29 	1.2262360498e-23 	1.5498705111e-24 	4.9849747133e-11 	5.4838588397e-02 	1.4870430494e-19 	8.3357895205e-22 	1.6915450437e-21 	1.0901903090e-13 	1.8149445186e-25 	1.6133875719e-15 	1.6662556237e-16 	3.3400561890e-30 	7.5095655434e-30 	-1.0245713327e-29 	1.0892195045e-20 	1.3585286689e-20 	3.5471012356e-18 	-1.4240719424e-30 	-8.9103196831e-29 	9.6986337181e-28 	3.7696828844e-29 	-2.6985467061e-29 	-2.3740751577e-28 	4.5899196449e-29 	3.6812136358e-21 	1.1541638468e-27 	-9.1045939782e-28 	3.2504437964e-19 	-2.7382032292e-29 	-2.0148973952e-30 	1.4151700360e-28 	8.3716907157e-29 	-3.5172666151e-30 	1.2215404202e-29 	-1.1725696277e-27 	-1.4831158446e-27 	1.0912927016e-27 	7.1375878635e-01 	1.2644818957e-02 	1.7312010564e-29 	5.5781323982e-29 	-1.1550185041e-28 	2.7944181243e-31 	
105 	 1.0600000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999941e+02 	1.1430028373e-15 	3.1443554762e-16 	2.6365411984e-15 	2.1875780613e-01 	8.0727515913e-15 	6.5930406479e-14 	1.1034174742e-10 	4.0373771761e-14 	5.0367348398e-30 	3.7144691504e-29 	1.2500172761e-23 	1.5797695908e-24 	5.0324798248e-11 	5.4838588396e-02 	1.5303338829e-19 	8.5805572718e-22 	1.7242563485e-21 	1.1111927672e-13 	1.8506711773e-25 	1.6303438812e-15 	1.7010493865e-16 	-8.6536560272e-30 	8.9316729067e-30 	-8.9591907287e-30 	1.1268922628e-20 	1.3912530438e-20 	3.6494488080e-18 	3.4553518933e-30 	-9.0799941325e-29 	9.7476329749e-28 	4.2061627558e-29 	-2.0934032661e-29 	-2.3736409607e-28 	3.7177907090e-29 	3.6919085883e-21 	1.1932201623e-27 	-9.4748795603e-28 	3.2946499424e-19 	-3.1744685332e-29 	-1.7401180147e-29 	1.4417540420e-28 	5.8626282954e-29 	-2.7648069331e-30 	1.2215378258e-29 	-1.2197919723e-27 	-1.5056760682e-27 	1.1138565528e-27 	7.1375878635e-01 	1.2644818957e-02 	2.4405610364e-29 	5.5287610666e-29 	-1.2316880007e-28 	2.9205214363e-31 	
106 	 1.0700000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999940e+02 	1.1578782665e-15 	3.1533649819e-16 	2.6590330747e-15 	2.1875780613e-01 	8.1505731254e-15 	6.7233651729e-14 	1.1138239929e-10 	4.1138901658e-14 	-1.1426531252e-29 	5.2765505761e-29 	1.2740223748e-23 	1.6099471726e-24 	5.0799854280e-11 	5.4838588396e-02 	1.5744576529e-19 	8.8300485091e-22 	1.7572815140e-21 	1.1323959788e-13 	1.8868340174e-25 	1.6473011546e-15 	1.7362069230e-16 	-7.9813499893e-30 	8.5166571244e-30 	-8.9027257163e-30 	1.1654676323e-20 	1.4244097034e-20 	3.7537470090e-18 	2.0927535114e-30 	-9.3060736009e-29 	9.8503494598e-28 	4.5356287633e-29 	-1.8825274204e-29 	-2.3736143522e-28 	3.0641795338e-29 	3.7025693264e-21 	1.2104191057e-27 	-1.0066540359e-27 	3.3391052237e-19 	-2.6047871450e-29 	1.1213509235e-30 	1.4659099048e-28 	6.0360178626e-29 	-4.3015635241e-31 	1.2215354389e-29 	-1.2673894037e-27 	-1.5293989813e-27 	1.1154766573e-27 	7.1375878635e-01 	1.2644818957e-02 	2.3846247422e-29 	2.1123527738e-29 	-1.2628039738e-28 	3.0503864163e-31 	
107 	 1.0800000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999939e+02 	1.1727961911e-15 	3.1623466674e-16 	2.6814872393e-15 	2.1875780613e-01 	8.2283742829e-15 	6.8549398381e-14 	1.1242304510e-10 	4.1911209202e-14 	-2.2095140100e-29 	2.4774548779e-29 	1.2982542145e-23 	1.6404108918e-24 	5.1274915223e-11 	5.4838588395e-02 	1.6194223109e-19 	9.0843080456e-22 	1.7906205439e-21 	1.1537999466e-13 	1.9233471658e-25 	1.6642593890e-15 	1.7717282539e-16 	7.4431060354e-30 	7.6825321035e-30 	-1.2496319920e-30 	1.2049574555e-20 	1.4579992865e-20 	3.8600142724e-18 	-6.9394131764e-31 	-9.7102784888e-29 	9.9438146803e-28 	4.3961708057e-29 	-2.1152374921e-29 	-2.3739759163e-28 	3.0033073564e-29 	3.7131974952e-21 	1.2266177123e-27 	-1.0467841127e-27 	3.3838096278e-19 	-2.7358941503e-29 	-1.6017112583e-29 	1.4941950083e-28 	7.5274430946e-29 	-5.9002098270e-30 	1.2215301507e-29 	-1.3129844519e-27 	-1.5527034761e-27 	1.1287409256e-27 	7.1375878635e-01 	1.2644818957e-02 	2.0226462358e-29 	3.1107465464e-29 	-1.2665194179e-28 	3.1842449415e-31 	
108 	 1.0900000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999939e+02 	1.1877564827e-15 	3.1713018795e-16 	2.7039050392e-15 	2.1875780613e-01 	8.3061558792e-15 	6.9877643228e-14 	1.1346368482e-10 	4.2690694266e-14 	-1.5149197516e-29 	3.4348756473e-29 	1.3227131389e-23 	1.6711628370e-24 	5.1749981070e-11 	5.4838588395e-02 	1.6652358039e-19 	9.3433804186e-22 	1.8242735114e-21 	1.1754046736e-13 	1.9603024862e-25 	1.6812185816e-15 	1.8076133999e-16 	1.5499315659e-30 	6.1319161343e-30 	-3.2665787384e-30 	1.2453736155e-20 	1.4920224145e-20 	3.9682690327e-18 	-1.1486484975e-30 	-9.2752602141e-29 	1.0025656803e-27 	4.7967178007e-29 	-2.4228933056e-29 	-2.3748477003e-28 	2.8559300145e-29 	3.7237946790e-21 	1.2644091596e-27 	-1.1091576026e-27 	3.4287631424e-19 	-2.4984951203e-29 	-1.4268416655e-29 	1.5275873195e-28 	6.8890017975e-29 	-1.9143050566e-30 	1.2215280518e-29 	-1.3605359097e-27 	-1.5763734123e-27 	1.0880206147e-27 	7.1375878635e-01 	1.2644818957e-02 	2.6463506969e-29 	9.7782670427e-29 	-1.3107595297e-28 	3.3221955496e-31 	
109 	 1.1000000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999938e+02 	1.2027590193e-15 	3.1802319002e-16 	2.7262877794e-15 	2.1875780613e-01 	8.3839187022e-15 	7.1218383192e-14 	1.1450431846e-10 	4.3477356724e-14 	3.0993280111e-30 	3.1340813917e-29 	1.3474000403e-23 	1.7022005047e-24 	5.2225051818e-11 	5.4838588394e-02 	1.7119060845e-19 	9.6073105255e-22 	1.8582405010e-21 	1.1972101625e-13 	1.9974888329e-25 	1.6981787298e-15 	1.8438623814e-16 	3.8779280097e-30 	5.5327353629e-30 	-1.2600544051e-29 	1.2867279957e-20 	1.5264796916e-20 	4.0785297251e-18 	1.4298967532e-30 	-8.7361183606e-29 	1.0104270359e-27 	4.6040258993e-29 	-2.3247613599e-29 	-2.3747340077e-28 	2.1978356396e-29 	3.7343623792e-21 	1.2702717398e-27 	-1.1514198170e-27 	3.4739657555e-19 	-2.5984395222e-29 	-1.6186779620e-29 	1.5554563514e-28 	5.4153112179e-29 	-3.6683932721e-30 	1.2215259926e-29 	-1.4085075955e-27 	-1.6004490743e-27 	1.0738520245e-27 	7.1375878635e-01 	1.2644818957e-02 	2.2392891176e-29 	1.5343534186e-28 	-1.3252678109e-28 	3.4644631933e-31 	
110 	 1.1100000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999938e+02 	1.2178036848e-15 	3.1891379508e-16 	2.7486367244e-15 	2.1875780613e-01 	8.4616635131e-15 	7.2571615316e-14 	1.1554494603e-10 	4.4271196450e-14 	-3.6773562382e-32 	4.1645999635e-29 	1.3723130586e-23 	1.7335220994e-24 	5.2700127460e-11 	5.4838588394e-02 	1.7594411025e-19 	9.8761434195e-22 	1.8925214127e-21 	1.2192164162e-13 	2.0349766719e-25 	1.7151398314e-15 	1.8804752190e-16 	-4.4358946463e-30 	5.5980699822e-30 	2.9284466648e-30 	1.3290325129e-20 	1.5613717056e-20 	4.1908147850e-18 	-2.7410852998e-30 	-8.9387267468e-29 	1.0193070360e-27 	5.3610714080e-29 	-2.1782831521e-29 	-2.3745623904e-28 	1.4624940902e-29 	3.7449020200e-21 	1.3050563392e-27 	-1.2153863752e-27 	3.5194174557e-19 	-2.5613109257e-29 	-3.4907557091e-30 	1.5741224211e-28 	4.1739925789e-29 	-3.9242813148e-30 	1.2215258698e-29 	-1.4529786584e-27 	-1.6257861924e-27 	1.0733092044e-27 	7.1375878635e-01 	1.2644818957e-02 	1.2083278532e-29 	9.0324563587e-29 	-1.3671193982e-28 	3.6112250113e-31 	
111 	 1.1200000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999937e+02 	1.2328903689e-15 	3.1980211940e-16 	2.7709530984e-15 	2.1875780612e-01 	8.5393910472e-15 	7.3937336767e-14 	1.1658556751e-10 	4.5072213317e-14 	-1.7329625361e-29 	3.1749581832e-29 	1.3974512823e-23 	1.7651141693e-24 	5.3175207992e-11 	5.4838588393e-02 	1.8078488071e-19 	1.0149924088e-21 	1.9271161694e-21 	1.2414234375e-13 	2.0729187856e-25 	1.7321018842e-15 	1.9174519332e-16 	-1.8625136881e-30 	7.1073345225e-30 	-1.7404569348e-30 	1.3722990733e-20 	1.5966990281e-20 	4.3051426486e-18 	-7.5260483428e-30 	-8.5329039398e-29 	1.0274569786e-27 	5.5091206604e-29 	-2.1132796273e-29 	-2.3747001362e-28 	1.2793879572e-29 	3.7554149632e-21 	1.3240900606e-27 	-1.2537611187e-27 	3.5651182319e-19 	-3.0174742890e-29 	-8.5120660990e-30 	1.5901807110e-28 	3.8859637430e-29 	-1.0598743907e-30 	1.2215259926e-29 	-1.5041300142e-27 	-1.6512475479e-27 	1.0746371781e-27 	7.1375878635e-01 	1.2644818957e-02 	9.8069733772e-30 	8.9717976079e-29 	-1.3287153189e-28 	3.7625954880e-31 	
112 	 1.1300000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999937e+02 	1.2480189663e-15 	3.2068827372e-16 	2.7932380867e-15 	2.1875780612e-01 	8.6171020146e-15 	7.5315544827e-14 	1.1762618291e-10 	4.5880407199e-14 	-1.8802984855e-29 	2.5211649439e-29 	1.4228174974e-23 	1.7969965131e-24 	5.3650293408e-11 	5.4838588393e-02 	1.8571371521e-19 	1.0428696797e-21 	1.9620248303e-21 	1.2638312292e-13 	2.1112844932e-25 	1.7490648864e-15 	1.9547925442e-16 	1.1700015140e-29 	7.2518522244e-30 	6.5339056871e-30 	1.4165396025e-20 	1.6324622151e-20 	4.4215317526e-18 	-1.2646936630e-30 	-8.8465862087e-29 	1.0363250752e-27 	5.3160102878e-29 	-3.0562246627e-29 	-2.3748065270e-28 	1.2152296366e-29 	3.7659025085e-21 	1.3220756518e-27 	-1.3210837230e-27 	3.6110680732e-19 	-2.8397134254e-29 	-1.2592435951e-29 	1.6043684023e-28 	3.5178594315e-29 	-4.5203531685e-31 	1.2215308991e-29 	-1.5431339692e-27 	-1.6785558610e-27 	1.0655362291e-27 	7.1375878635e-01 	1.2644818957e-02 	6.1024943377e-30 	1.8799443811e-29 	-1.2938156357e-28 	3.9184410080e-31 	
113 	 1.1400000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999936e+02 	1.2631893771e-15 	3.2157236346e-16 	2.8154928365e-15 	2.1875780612e-01 	8.6947971010e-15 	7.6706236889e-14 	1.1866679222e-10 	4.6695777970e-14 	-4.9390361309e-30 	4.4470877084e-29 	1.4484122810e-23 	1.8291754240e-24 	5.4125383706e-11 	5.4838588392e-02 	1.9073140850e-19 	1.0712506902e-21 	1.9972476213e-21 	1.2864397942e-13 	2.1499920428e-25 	1.7660288362e-15 	1.9924970726e-16 	1.1831514843e-29 	6.6917078184e-30 	3.3043273821e-30 	1.4617660680e-20 	1.6686618074e-20 	4.5400005343e-18 	-5.2516657045e-30 	-8.9459658689e-29 	1.0471262423e-27 	6.0754492770e-29 	-3.4251665509e-29 	-2.3746851896e-28 	1.2006021927e-29 	3.7763658858e-21 	1.3220131202e-27 	-1.3656138596e-27 	3.6572669693e-19 	-2.6934595865e-29 	1.9032539818e-30 	1.6165179043e-28 	3.5261009304e-29 	1.9746474496e-30 	1.2215311847e-29 	-1.5803125564e-27 	-1.7025634150e-27 	1.0777751236e-27 	7.1375878635e-01 	1.2644818957e-02 	8.7078543918e-31 	1.0836188063e-28 	-1.2732197988e-28 	4.0786533826e-31 	
114 	 1.1500000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999936e+02 	1.2784015061e-15 	3.2245448905e-16 	2.8377184580e-15 	2.1875780612e-01 	8.7724769681e-15 	7.8109410455e-14 	1.1970739545e-10 	4.7518325503e-14 	7.9805621996e-31 	1.8975209340e-29 	1.4742319531e-23 	1.8616214506e-24 	5.4600478879e-11 	5.4838588392e-02 	1.9583875613e-19 	1.1001399214e-21 	2.0327842040e-21 	1.3092491352e-13 	2.1887025477e-25 	1.7829937320e-15 	2.0305655387e-16 	1.3910946778e-30 	5.3970500438e-30 	-9.5745465620e-32 	1.5079904318e-20 	1.7052983310e-20 	4.6605674312e-18 	-1.5865340200e-30 	-9.4760223818e-29 	1.0537861640e-27 	6.9728259319e-29 	-3.6606813448e-29 	-2.3750247245e-28 	5.2905267981e-30 	3.7868062717e-21 	1.3579330406e-27 	-1.4357887189e-27 	3.7037149099e-19 	-2.7598257271e-29 	-2.1709920319e-29 	1.6321554282e-28 	3.7435114717e-29 	-4.5199937524e-30 	1.2215312799e-29 	-1.6263940604e-27 	-1.7275007954e-27 	1.1010952329e-27 	7.1375878635e-01 	1.2644818957e-02 	-7.0284620373e-30 	1.4207520134e-28 	-1.2213039287e-28 	4.2429865592e-31 	
115 	 1.1600000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999935e+02 	1.2936552629e-15 	3.2333474610e-16 	2.8599160248e-15 	2.1875780612e-01 	8.8501422550e-15 	7.9525063132e-14 	1.2074799260e-10 	4.8348049673e-14 	-3.1272277419e-29 	3.2159692221e-29 	1.5002779933e-23 	1.8943616797e-24 	5.5075578925e-11 	5.4838588391e-02 	2.0103655256e-19 	1.1295418127e-21 	2.0686348158e-21 	1.3322592551e-13 	2.2280986208e-25 	1.7999595725e-15 	2.0689979626e-16 	-4.2212953552e-30 	6.3569713368e-30 	-5.0733088309e-30 	1.5552246702e-20 	1.7423722978e-20 	4.7832508819e-18 	-2.8744973601e-30 	-9.6005336167e-29 	1.0634213537e-27 	7.5414212341e-29 	-3.3117072142e-29 	-2.3748805395e-28 	1.2716950246e-30 	3.7972247868e-21 	1.3916580119e-27 	-1.5043239069e-27 	3.7504118854e-19 	-3.0085371167e-29 	-1.5833710761e-29 	1.6477164052e-28 	3.0091582803e-29 	-4.6113337640e-30 	1.2215230193e-29 	-1.6688477989e-27 	-1.7558893018e-27 	1.0797206859e-27 	7.1375878635e-01 	1.2644818957e-02 	1.4210394620e-30 	2.0011666898e-28 	-1.2140199782e-28 	4.4128157886e-31 	
116 	 1.1700000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999934e+02 	1.3089505612e-15 	3.2421322567e-16 	2.8820865755e-15 	2.1875780612e-01 	8.9277935779e-15 	8.0953192627e-14 	1.2178858365e-10 	4.9184950352e-14 	-2.1259181501e-29 	2.0966168555e-29 	1.5265520810e-23 	1.9273676472e-24 	5.5550683838e-11 	5.4838588391e-02 	2.0632559368e-19 	1.1594608920e-21 	2.1047993617e-21 	1.3554701567e-13 	2.2677556810e-25 	1.8169263563e-15 	2.1077943648e-16 	1.3398233826e-29 	5.5591098318e-30 	-6.8283553082e-30 	1.6034807810e-20 	1.7798842054e-20 	4.9080693252e-18 	-6.6328893365e-32 	-9.5831103049e-29 	1.0777510031e-27 	7.4916784090e-29 	-2.7862768663e-29 	-2.3751327884e-28 	-6.3739101472e-31 	3.8076224981e-21 	1.4282840503e-27 	-1.5285493828e-27 	3.7973578861e-19 	-3.6076178423e-29 	-2.8043080626e-29 	1.6622313709e-28 	3.8967456078e-29 	-4.1252571047e-30 	1.2215196092e-29 	-1.7046939954e-27 	-1.7832464264e-27 	1.0369152618e-27 	7.1375878635e-01 	1.2644818957e-02 	-6.7157477265e-30 	2.8533869671e-28 	-1.2070840569e-28 	4.5875147277e-31 	
117 	 1.1800000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999934e+02 	1.3242873193e-15 	3.2509001446e-16 	2.9042311141e-15 	2.1875780612e-01 	9.0054315317e-15 	8.2393796744e-14 	1.2282916863e-10 	5.0029027415e-14 	-9.5457201706e-30 	3.8209935335e-29 	1.5530520825e-23 	1.9606692578e-24 	5.6025793616e-11 	5.4838588390e-02 	2.1170667388e-19 	1.1899016201e-21 	2.1412778936e-21 	1.3788818428e-13 	2.3079548486e-25 	1.8338940822e-15 	2.1469547654e-16 	-3.2042811186e-30 	7.4652177641e-30 	-1.5414358213e-29 	1.6527707612e-20 	1.8178345381e-20 	5.0350412005e-18 	5.0001115735e-30 	-9.2859989439e-29 	1.0846184523e-27 	8.2873015301e-29 	-2.9341776011e-29 	-2.3751326759e-28 	-1.8438338167e-30 	3.8180004161e-21 	1.4709367628e-27 	-1.5301728113e-27 	3.8445529031e-19 	-3.2229806790e-29 	1.9144206608e-30 	1.6715557931e-28 	2.5337985813e-29 	-8.7548464625e-31 	1.2215147470e-29 	-1.7465932738e-27 	-1.8103535162e-27 	1.0295677133e-27 	7.1375878635e-01 	1.2644818957e-02 	-3.9668942053e-30 	2.8081623364e-28 	-1.3012781918e-28 	4.7673176792e-31 	
118 	 1.1900000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999933e+02 	1.3396654592e-15 	3.2596519505e-16 	2.9263506114e-15 	2.1875780612e-01 	9.0830566901e-15 	8.3846873383e-14 	1.2386974751e-10 	5.0880280735e-14 	1.0866194631e-29 	3.3983669096e-29 	1.5797793634e-23 	1.9942610572e-24 	5.6500908254e-11 	5.4838588390e-02 	2.1718058873e-19 	1.2208684865e-21 	2.1780704305e-21 	1.4024943162e-13 	2.3482301039e-25 	1.8508627491e-15 	2.1864791846e-16 	-1.0979093136e-29 	6.2878842741e-30 	-1.3251637235e-29 	1.7031066462e-20 	1.8562237667e-20 	5.1641849477e-18 	2.9085198735e-30 	-9.4901644609e-29 	1.0926748144e-27 	8.4302497988e-29 	-2.9432987724e-29 	-2.3748253878e-28 	-1.6723632859e-30 	3.8283595072e-21 	1.5057746524e-27 	-1.5336209285e-27 	3.8919969272e-19 	-3.6986252034e-29 	-1.8619034626e-29 	1.6726152660e-28 	-1.4347761927e-30 	-5.0081956877e-30 	1.2215133552e-29 	-1.7895054064e-27 	-1.8381583232e-27 	1.0756779234e-27 	7.1375878635e-01 	1.2644818957e-02 	-9.7195517303e-30 	4.1102606515e-28 	-1.3940996494e-28 	4.9524811405e-31 	
119 	 1.2000000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999933e+02 	1.3550849067e-15 	3.2683884607e-16 	2.9484460054e-15 	2.1875780612e-01 	9.1606696065e-15 	8.5312420531e-14 	1.2491032030e-10 	5.1738710186e-14 	2.1282909059e-29 	2.6561288005e-29 	1.6067340890e-23 	2.0281280497e-24 	5.6976027749e-11 	5.4838588389e-02 	2.2274813356e-19 	1.2523659840e-21 	2.2151769736e-21 	1.4263075797e-13 	2.3891398222e-25 	1.8678323560e-15 	2.2263676428e-16 	-8.4986856418e-30 	5.9181472173e-30 	-7.4102195088e-30 	1.7545004552e-20 	1.8950523496e-20 	5.2955190075e-18 	4.8751912687e-30 	-1.0029565255e-28 	1.1073143942e-27 	7.5720252421e-29 	-2.9664325665e-29 	-2.3748378209e-28 	-3.1343392412e-31 	3.8387006968e-21 	1.5454316260e-27 	-1.5466010430e-27 	3.9396899500e-19 	-3.4445983876e-29 	-1.3265501939e-29 	1.6713762651e-28 	9.9618763900e-30 	1.2761602615e-30 	1.2215131820e-29 	-1.8270169067e-27 	-1.8670683030e-27 	1.0713240482e-27 	7.1375878635e-01 	1.2644818957e-02 	4.9466870854e-30 	4.7365579424e-28 	-1.4230045492e-28 	5.1428136064e-31 	
120 	 1.2100000000e-05 	  1.0000000000e-08 	 3.3804310866e-01 	1.0132500000e+05 	9.9999999932e+02 	1.3705455915e-15 	3.2771104238e-16 	2.9705182023e-15 	2.1875780612e-01 	9.2382708146e-15 	8.6790436266e-14 	1.2595088701e-10 	5.2604315642e-14 	-2.0551772247e-29 	3.5866756619e-29 	1.6339148961e-23 	2.0622791217e-24 	5.7451152098e-11 	5.4838588389e-02 	2.2841010327e-19 	1.2843985866e-21 	2.2525975630e-21 	1.4503216361e-13 	2.4302598454e-25 	1.8848029021e-15 	2.2666201600e-16 	-6.2614456049e-30 	4.9169679944e-30 	-7.0709475192e-30 	1.8069642511e-20 	1.9343207323e-20 	5.4290618207e-18 	-1.5258429380e-30 	-1.0370275379e-28 	1.1216725448e-27 	8.8469135119e-29 	-3.5026381862e-29 	-2.3748594121e-28 	-2.7339208794e-30 	3.8490248592e-21 	1.5833041959e-27 	-1.5490852893e-27 	3.9876319631e-19 	-3.4395576538e-29 	-1.5703378770e-29 	1.6763331519e-28 	1.1744969393e-29 	-8.8349587121e-32 	1.2215158374e-29 	-1.8639580945e-27 	-1.8954933288e-27 	1.0635465327e-27 	7.1375878635e-01 	1.2644818957e-02 	-3.0652018187e-30 	5.8076529117e-28 	-1.4461703543e-28 	5.3378099082e-31 	
