iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	O2 	O 	OH 	H2O 	H 	HO2 	H2O2 	
29 	 3.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000097e+02 	5.9266659036e-02 	9.4073333938e-01 	4.1055105488e-12 	1.1088401565e-12 	1.8541825255e-10 	1.5458692406e-12 	1.3927406140e-09 	1.4936735335e-12 	
29 	 3.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000048e+02 	1.4383656932e-01 	8.5616342878e-01 	2.8027609421e-12 	7.5697772541e-13 	1.8209705298e-10 	2.8141000657e-12 	1.7079010604e-09 	2.6512923606e-12 	
30 	 3.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000014e+02 	2.7431213543e-01 	7.2568786277e-01 	2.0586811177e-12 	5.5621260198e-13 	1.5142866537e-10 	4.6550828095e-12 	1.6404577914e-09 	3.0414463024e-12 	
30 	 3.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000102e+02 	5.9266659034e-02 	9.4073333932e-01 	4.1071585214e-12 	1.1092597670e-12 	1.9271328459e-10 	1.5463955147e-12 	1.4431560388e-09 	1.6018240090e-12 	
30 	 3.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000051e+02 	1.4383656932e-01 	8.5616342871e-01 	2.8042584781e-12 	7.5736800713e-13 	1.8934139395e-10 	2.8154569408e-12 	1.7701996035e-09 	2.8441948476e-12 	
31 	 3.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000015e+02 	2.7431213543e-01 	7.2568786271e-01 	2.0623981268e-12 	5.5718248386e-13 	1.5770613707e-10 	4.6627079175e-12 	1.7007241445e-09 	3.2598251540e-12 	
31 	 3.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000107e+02 	5.9266659032e-02 	9.4073333927e-01 	4.1086314673e-12 	1.1096377062e-12 	2.0001093420e-10 	1.5468759475e-12 	1.4935781142e-09 	1.7138193901e-12 	
31 	 3.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000054e+02 	1.4383656931e-01 	8.5616342865e-01 	2.8056067857e-12 	7.5772108231e-13 	1.9658928425e-10 	2.8166938349e-12 	1.8325088776e-09 	3.0440060426e-12 	
32 	 3.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000017e+02 	2.7431213542e-01 	7.2568786264e-01 	2.0656881567e-12 	5.5804193277e-13 	1.6399390712e-10 	4.6694758575e-12 	1.7610383075e-09 	3.4860819817e-12 	
32 	 3.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000111e+02 	5.9266659029e-02 	9.4073333921e-01 	4.1099667077e-12 	1.1099828638e-12 	2.0731095770e-10 	1.5473203159e-12 	1.5440059965e-09 	1.8296601034e-12 	
32 	 3.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000057e+02 	1.4383656931e-01 	8.5616342858e-01 	2.8068363041e-12 	7.5804454537e-13 	2.0384040562e-10 	2.8178352253e-12 	1.8948274352e-09 	3.2507268894e-12 	
33 	 3.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000018e+02 	2.7431213542e-01 	7.2568786258e-01 	2.0686106764e-12 	5.5880633318e-13 	1.7029081916e-10 	4.6755060174e-12 	1.8213941297e-09 	3.7202223910e-12 	
33 	 3.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000116e+02 	5.9266659027e-02 	9.4073333916e-01 	4.1111936095e-12 	1.1103022347e-12 	2.1461316336e-10 	1.5477363131e-12 	1.5944390219e-09 	1.9493465185e-12 	
33 	 3.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000060e+02 	1.4383656931e-01 	8.5616342851e-01 	2.8079712674e-12 	7.5834444262e-13 	2.1109450474e-10 	2.8189005990e-12 	1.9571541240e-09 	3.4643581878e-12 	
34 	 3.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000020e+02 	2.7431213542e-01 	7.2568786251e-01 	2.0712168736e-12 	5.5948892728e-13 	1.7659587794e-10 	4.6809011598e-12 	1.8817863169e-09 	3.9622512402e-12 	
34 	 3.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000121e+02 	5.9266659025e-02 	9.4073333910e-01 	4.1123352809e-12 	1.1106013231e-12 	2.2191740040e-10 	1.5481299927e-12 	1.6448766680e-09 	2.0728789596e-12 	
34 	 3.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000062e+02 	1.4383656931e-01 	8.5616342845e-01 	2.8090309694e-12 	7.5862558778e-13 	2.1835138005e-10 	2.8199054711e-12 	2.0194880268e-09 	3.6849006235e-12 	
35 	 3.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000021e+02 	2.7431213542e-01 	7.2568786245e-01 	2.0735508083e-12 	5.6010111323e-13 	1.8290822685e-10 	4.6857497379e-12 	1.9422103124e-09 	4.2121727444e-12 	
35 	 3.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000126e+02 	5.9266659022e-02 	9.4073333904e-01 	4.1134099052e-12 	1.1108844600e-12 	2.2922355022e-10 	1.5485061180e-12 	1.6953185240e-09 	2.2002577157e-12 	
35 	 3.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000065e+02 	1.4383656930e-01 	8.5616342838e-01 	2.8100307708e-12 	7.5889181331e-13 	2.2561087116e-10 	2.8208621934e-12 	2.0818284134e-09 	3.9123547910e-12 	
36 	 3.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000023e+02 	2.7431213541e-01 	7.2568786238e-01 	2.0756504047e-12 	5.6065270201e-13 	1.8922712867e-10 	4.6901278873e-12 	2.0026621939e-09 	4.4699905653e-12 	
36 	 3.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000130e+02 	5.9266659020e-02 	9.4073333899e-01 	4.1144317903e-12 	1.1111550536e-12 	2.3653151953e-10 	1.5488684372e-12 	1.7457642666e-09 	2.3314830479e-12 	
36 	 3.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000068e+02 	1.4383656930e-01 	8.5616342831e-01 	2.8109829012e-12 	7.5914617040e-13 	2.3287285048e-10 	2.8217806001e-12 	2.1441747027e-09 	4.1467212124e-12 	
37 	 3.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000024e+02 	2.7431213541e-01 	7.2568786232e-01 	2.0775483063e-12 	5.6115213841e-13 	1.9555194890e-10 	4.6941011418e-12 	2.0631385856e-09 	4.7357078880e-12 	
37 	 3.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000135e+02 	5.9266659017e-02 	9.4073333893e-01 	4.1154121945e-12 	1.1114157854e-12 	2.4384123502e-10 	1.5492198997e-12 	1.7962136416e-09 	2.4665551953e-12 	
37 	 3.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000071e+02 	1.4383656930e-01 	8.5616342824e-01 	2.8118970969e-12 	7.5939108826e-13 	2.4013721652e-10 	2.8226685206e-12 	2.2065264323e-09 	4.3880003521e-12 	
38 	 3.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000026e+02 	2.7431213541e-01 	7.2568786225e-01 	2.0792726108e-12 	5.6160669127e-13 	2.0188214145e-10 	4.6977259094e-12 	2.1236365820e-09 	5.0093274876e-12 	
38 	 3.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000140e+02 	5.9266659015e-02 	9.4073333888e-01 	4.1163599769e-12 	1.1116687657e-12 	2.5115263901e-10 	1.5495628263e-12 	1.8466664489e-09 	2.6054743798e-12 	
38 	 3.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000074e+02 	1.4383656930e-01 	8.5616342818e-01 	2.8127811095e-12 	7.5962850089e-13 	2.4740388856e-10 	2.8235321881e-12 	2.2688832340e-09 	4.6361926287e-12 	
39 	 4.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000028e+02 	2.7431213540e-01 	7.2568786219e-01 	2.0808475034e-12 	5.6202261722e-13 	2.0821723637e-10 	4.7010507433e-12 	2.1841536820e-09 	5.2908517864e-12 	
39 	 4.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000145e+02 	5.9266659013e-02 	9.4073333882e-01 	4.1172821085e-12 	1.1119156548e-12 	2.5846568622e-10 	1.5498990430e-12 	1.8971225313e-09 	2.7482408097e-12 	
39 	 4.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000077e+02 	1.4383656929e-01 	8.5616342811e-01 	2.8136411106e-12 	7.5985994804e-13 	2.5467280244e-10 	2.8243765654e-12 	2.3312448149e-09 	4.8912984243e-12 	
40 	 4.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000029e+02 	2.7431213540e-01 	7.2568786213e-01 	2.0822938013e-12 	5.6240530166e-13 	2.1455682922e-10 	4.7041174356e-12 	2.2446877332e-09 	5.5802829026e-12 	
40 	 4.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000149e+02 	5.9266659010e-02 	9.4073333877e-01 	4.1181840744e-12 	1.1121577593e-12 	2.6578034102e-10 	1.5502299869e-12 	1.9475817652e-09 	2.8948546827e-12 	
40 	 4.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000079e+02 	1.4383656929e-01 	8.5616342804e-01 	2.8144820136e-12 	7.6008665559e-13 	2.6194390718e-10 	2.8252056034e-12 	2.3936109421e-09 	5.1533180918e-12 	
41 	 4.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000031e+02 	2.7431213540e-01 	7.2568786206e-01 	2.0836294229e-12 	5.6275938008e-13 	2.2090057195e-10 	4.7069619586e-12 	2.3052368831e-09 	5.8776226931e-12 	
41 	 4.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000154e+02 	5.9266659008e-02 	9.4073333871e-01 	4.1190701910e-12 	1.1123961072e-12 	2.7309657548e-10 	1.5505567886e-12 	1.9980440531e-09 	3.0453161880e-12 	
41 	 4.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000082e+02 	1.4383656929e-01 	8.5616342798e-01 	2.8153077300e-12 	7.6030959952e-13 	2.6921716227e-10 	2.8260224477e-12 	2.4559814301e-09 	5.4222519610e-12 	
42 	 4.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000032e+02 	2.7431213540e-01 	7.2568786200e-01 	2.0848697915e-12 	5.6308884246e-13 	2.2724816505e-10 	4.7096152757e-12 	2.3657995369e-09 	6.1828727898e-12 	
42 	 4.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000159e+02 	5.9266659006e-02 	9.4073333866e-01 	4.1199438543e-12 	1.1126315076e-12 	2.8041436764e-10 	1.5508803379e-12 	2.0485093187e-09 	3.1996255084e-12 	
42 	 4.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000085e+02 	1.4383656928e-01 	8.5616342791e-01 	2.8161213745e-12 	7.6052955684e-13 	2.7649253556e-10 	2.8268296026e-12 	2.5183561315e-09 	5.6981003434e-12 	
43 	 4.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000034e+02 	2.7431213539e-01 	7.2568786193e-01 	2.0860281828e-12 	5.6339712317e-13 	2.3359935080e-10 	4.7121040385e-12 	2.4263743224e-09 	6.4960346308e-12 	
43 	 4.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000164e+02 	5.9266659003e-02 	9.4073333860e-01 	4.1208077370e-12 	1.1128645969e-12 	2.8773370030e-10 	1.5512013348e-12 	2.0989775020e-09 	3.3577828212e-12 	
43 	 4.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000088e+02 	1.4383656928e-01 	8.5616342784e-01 	2.8169254264e-12 	7.6074714618e-13 	2.8377000154e-10 	2.8276290621e-12 	2.5807349292e-09 	5.9808635358e-12 	
44 	 4.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000035e+02 	2.7431213539e-01 	7.2568786187e-01 	2.0871160236e-12 	5.6368717833e-13 	2.3995390743e-10 	4.7144511871e-12 	2.4869600585e-09 	6.8171094874e-12 	
44 	 4.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000168e+02 	5.9266659001e-02 	9.4073333854e-01 	4.1216639420e-12 	1.1130958761e-12 	2.9505455996e-10 	1.5515203303e-12 	2.1494485557e-09 	3.5197883001e-12 	
44 	 4.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000091e+02 	1.4383656928e-01 	8.5616342777e-01 	2.8177218597e-12 	7.6096286006e-13 	2.9104954002e-10 	2.8284224134e-12 	2.6431177299e-09 	6.2705418234e-12 	
45 	 4.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000037e+02 	2.7431213539e-01 	7.2568786180e-01 	2.0881431496e-12 	5.6396155245e-13 	2.4631164413e-10 	4.7166764675e-12 	2.5475557286e-09 	7.1460984876e-12 	
45 	 4.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000173e+02 	5.9266658998e-02 	9.4073333849e-01 	4.1225141238e-12 	1.1133257393e-12 	3.0237693607e-10 	1.5518377578e-12 	2.1999224427e-09 	3.6856421150e-12 	
45 	 4.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000094e+02 	1.4383656928e-01 	8.5616342771e-01 	2.8185122462e-12 	7.6117709059e-13 	2.9833113498e-10 	2.8292109205e-12 	2.7055044596e-09 	6.5671354822e-12 	
46 	 4.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000038e+02 	2.7431213539e-01 	7.2568786174e-01 	2.0891180270e-12 	5.6422243569e-13 	2.5267239673e-10 	4.7187968758e-12 	2.6081604578e-09 	7.4830026360e-12 	
46 	 4.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000178e+02 	5.9266658996e-02 	9.4073333843e-01 	4.1233595846e-12 	1.1135544967e-12 	3.0970082038e-10 	1.5521539584e-12 	2.2503991340e-09 	3.8553444339e-12 	
46 	 4.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000097e+02 	1.4383656927e-01 	8.5616342764e-01 	2.8192978370e-12 	7.6139014996e-13 	3.0561477380e-10 	2.8299955893e-12 	2.7678950595e-09 	6.8706447808e-12 	
47 	 4.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000040e+02 	2.7431213538e-01 	7.2568786167e-01 	2.0900479428e-12 	5.6447171323e-13 	2.5903602400e-10 	4.7208270416e-12 	2.6687734933e-09 	7.8278228305e-12 	
47 	 4.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000183e+02 	5.9266658994e-02 	9.4073333838e-01 	4.1242013489e-12 	1.1137823923e-12 	3.1702620644e-10 	1.5524692005e-12 	2.3008786069e-09 	4.0288954225e-12 	
47 	 4.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000099e+02 	1.4383656927e-01 	8.5616342757e-01 	2.8200796283e-12 	7.6160228672e-13 	3.1290044648e-10 	2.8307772211e-12 	2.8302894829e-09 	7.1810699821e-12 	
48 	 4.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000041e+02 	2.7431213538e-01 	7.2568786161e-01 	2.0909391695e-12 	5.6471100774e-13 	2.6540240445e-10 	4.7227795570e-12 	2.7293941872e-09 	8.1805598781e-12 	
48 	 4.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000188e+02 	5.9266658991e-02 	9.4073333832e-01 	4.1250402229e-12 	1.1140096181e-12 	3.2435308924e-10 	1.5527836953e-12 	2.3513608433e-09 	4.2062952450e-12 	
48 	 4.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000102e+02 	1.4383656927e-01 	8.5616342750e-01 	2.8208584133e-12 	7.6181369874e-13 	3.2018814521e-10 	2.8315564536e-12 	2.8926876930e-09 	7.4984113441e-12 	
49 	 5.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000043e+02 	2.7431213538e-01 	7.2568786154e-01 	2.0917971061e-12 	5.6494171593e-13 	2.7177143359e-10 	4.7246652610e-12 	2.7900219818e-09 	8.5412145066e-12 	
49 	 5.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000192e+02 	5.9266658989e-02 	9.4073333827e-01 	4.1258768410e-12 	1.1142363253e-12 	3.3168146490e-10 	1.5530976090e-12 	2.4018458295e-09 	4.3875440643e-12 	
49 	 5.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000105e+02 	1.4383656927e-01 	8.5616342744e-01 	2.8216348233e-12 	7.6202454357e-13 	3.2747786381e-10 	2.8323337945e-12 	2.9550896603e-09 	7.8226691215e-12 	
50 	 5.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000045e+02 	2.7431213538e-01 	7.2568786148e-01 	2.0926263997e-12 	5.6516504004e-13 	2.7814302154e-10 	4.7264934830e-12 	2.8506563974e-09 	8.9097873765e-12 	
50 	 5.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000197e+02 	5.9266658987e-02 	9.4073333821e-01 	4.1267117024e-12 	1.1144626327e-12 	3.3901133040e-10 	1.5534110724e-12 	2.4523335543e-09 	4.5726420426e-12 	
50 	 5.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000108e+02 	1.4383656926e-01 	8.5616342737e-01 	2.8224093612e-12 	7.6223494663e-13 	3.3476959748e-10 	2.8331096482e-12 	3.0174953617e-09 	8.1538435658e-12 	
51 	 5.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000046e+02 	2.7431213537e-01 	7.2568786141e-01 	2.0934310504e-12 	5.6538201485e-13 	2.8451709102e-10 	4.7282722533e-12 	2.9112970210e-09 	9.2862790896e-12 	
51 	 5.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000202e+02 	5.9266658984e-02 	9.4073333816e-01 	4.1275451998e-12 	1.1146886338e-12 	3.4634268345e-10 	1.5537241883e-12 	2.5028240094e-09 	4.7615893412e-12 	
51 	 5.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000111e+02 	1.4383656926e-01 	8.5616342730e-01 	2.8231824271e-12 	7.6244500778e-13 	3.4206334250e-10 	2.8338843363e-12 	3.0799047790e-09 	8.4919349264e-12 	
52 	 5.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000048e+02 	2.7431213537e-01 	7.2568786135e-01 	2.0942145012e-12 	5.6559353109e-13 	2.9089357557e-10 	4.7300084841e-12 	2.9719434976e-09 	9.6706901979e-12 	
52 	 5.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000207e+02 	5.9266658982e-02 	9.4073333810e-01 	4.1283776424e-12 	1.1149144024e-12 	3.5367552227e-10 	1.5540370378e-12 	2.5533171881e-09 	4.9543861209e-12 	
52 	 5.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000114e+02 	1.4383656926e-01 	8.5616342724e-01 	2.8239543397e-12 	7.6265480653e-13 	3.4935909599e-10 	2.8346581153e-12 	3.1423178976e-09 	8.8369434508e-12 	
53 	 5.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000049e+02 	2.7431213537e-01 	7.2568786128e-01 	2.0949797157e-12 	5.6580035544e-13 	2.9727241808e-10 	4.7317081249e-12 	3.0325955213e-09 	1.0063021210e-11 	
53 	 5.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000211e+02 	5.9266658979e-02 	9.4073333804e-01 	4.1292092732e-12 	1.1151399963e-12 	3.6100984553e-10 	1.5543496845e-12 	2.6038130852e-09 	5.1510325420e-12 	
53 	 5.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000117e+02 	1.4383656925e-01 	8.5616342717e-01 	2.8247253526e-12 	7.6286440618e-13 	3.5665685575e-10 	2.8354311890e-12 	3.2047347064e-09 	9.1888693851e-12 	
54 	 5.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000051e+02 	2.7431213537e-01 	7.2568786122e-01 	2.0957292447e-12 	5.6600314781e-13 	3.0365356945e-10 	4.7333762969e-12 	3.0932528293e-09 	1.0463272598e-11 	
54 	 5.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000216e+02 	5.9266658977e-02 	9.4073333799e-01 	4.1300402838e-12 	1.1153654612e-12 	3.6834565225e-10 	1.5546621786e-12 	2.6543116969e-09 	5.3515287644e-12 	
54 	 5.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000120e+02 	1.4383656925e-01 	8.5616342710e-01 	2.8254956680e-12 	7.6307385712e-13 	3.6395662013e-10 	2.8362037199e-12 	3.2671551964e-09 	9.5477129744e-12 	
55 	 5.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000052e+02 	2.7431213536e-01 	7.2568786115e-01 	2.0964652841e-12 	5.6620247624e-13 	3.1003698751e-10 	4.7350174080e-12 	3.1539151953e-09 	1.0871444800e-11 	
55 	 5.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000221e+02 	5.9266658975e-02 	9.4073333793e-01 	4.1308708247e-12 	1.1155908328e-12 	3.7568294169e-10 	1.5549745595e-12 	2.7048130201e-09 	5.5558749480e-12 	
55 	 5.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000122e+02 	1.4383656925e-01 	8.5616342703e-01 	2.8262654465e-12 	7.6328319947e-13 	3.7125838790e-10 	2.8369758374e-12 	3.3295793607e-09 	9.9134744626e-12 	
56 	 5.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000054e+02 	2.7431213536e-01 	7.2568786109e-01 	2.0971897237e-12 	5.6639882964e-13 	3.1642263601e-10 	4.7366352525e-12 	3.2145824248e-09 	1.1287538230e-11 	
56 	 5.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000226e+02 	5.9266658972e-02 	9.4073333788e-01 	4.1317010143e-12 	1.1158161395e-12 	3.8302171335e-10 	1.5552868582e-12 	2.7553170525e-09 	5.7640712522e-12 	
56 	 5.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000125e+02 	1.4383656925e-01 	8.5616342697e-01 	2.8270348162e-12 	7.6349246518e-13 	3.7856215819e-10 	2.8377476443e-12 	3.3920071940e-09 	1.0286154093e-11 	
57 	 5.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000055e+02 	2.7431213536e-01 	7.2568786102e-01 	2.0979041902e-12 	5.6659262887e-13 	3.2281048384e-10 	4.7382330961e-12 	3.2752543504e-09 	1.1711553276e-11 	
57 	 5.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000231e+02 	5.9266658970e-02 	9.4073333782e-01 	4.1325309460e-12 	1.1160414034e-12 	3.9036196686e-10 	1.5555990993e-12 	2.8058237923e-09 	5.9761178363e-12 	
57 	 5.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000128e+02 	1.4383656924e-01 	8.5616342690e-01 	2.8278038791e-12 	7.6370167968e-13 	3.8586793038e-10 	2.8385192227e-12 	3.4544386921e-09 	1.0665752109e-11 	
58 	 5.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000057e+02 	2.7431213536e-01 	7.2568786096e-01 	2.0986100840e-12 	5.6678423616e-13 	3.2920050429e-10 	4.7398137499e-12 	3.3359308281e-09 	1.2143490305e-11 	
58 	 5.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000235e+02 	5.9266658968e-02 	9.4073333777e-01 	4.1333606930e-12 	1.1162666420e-12 	3.9770370200e-10 	1.5559113019e-12 	2.8563332382e-09 	6.1920148598e-12 	
58 	 5.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000131e+02 	1.4383656924e-01 	8.5616342683e-01 	2.8285727162e-12 	7.6391086322e-13 	3.9317570409e-10 	2.8392906378e-12 	3.5168738520e-09 	1.1052268753e-11 	
59 	 6.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000059e+02 	2.7431213535e-01 	7.2568786089e-01 	2.0993086103e-12 	5.6697396332e-13 	3.3559267446e-10 	4.7413796336e-12 	3.3966117342e-09 	1.2583349670e-11 	
59 	 6.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000240e+02 	5.9266658965e-02 	9.4073333771e-01 	4.1341903132e-12 	1.1164918691e-12 	4.0504691867e-10 	1.5562234811e-12 	2.9068453894e-09 	6.4117624817e-12 	
59 	 6.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000134e+02 	1.4383656924e-01 	8.5616342676e-01 	2.8293413923e-12 	7.6412003192e-13 	4.0048547910e-10 	2.8400619416e-12 	3.5793126714e-09 	1.1445704268e-11 	
