0.125959                0.0316066               0.0288528               0.1
0.0036903		0.00092261		0.00091352		0.01
0.000115669		2.89173e-05		2.88884e-05		0.001
3.65449e-06		9.13623e-07		9.13531e-07		0.0001
3.65449e-06		9.13623e-07		9.13531e-07		0.0001
0.125959		0.0316066		0.0288528		0.1
0.125959		0.0316066		0.0288528		0.1
0.125959		0.0316066		0.0288528		0.1
0.180915                0.125959                0.0316066               0.0288528               0.1
0.0057397		0.0036903		0.00092261		0.00091352		0.01
0.000181511		0.000115669		2.89173e-05		2.88884e-05		0.001
6.0535e-06		3.65449e-06		9.13623e-07		9.13531e-07		0.0001
0.000649833		1.15572e-07		2.91373e-08		2.91376e-08		1e-05
5.40992e-14		0.0331662		0.00829156		0.00790569		0.1
9.65553e-12		0.00100499		0.000251247		0.00025		0.01
9.65553e-12		0.0001		2.5e-05		2.5e-05		0.01
5.40992e-14		0.01		0.0025		0.0025		0.1
0.180915		0.0514227		0.0129034		0.0127445		0.1
0.0057397		0.000516746		0.000129191		0.000129175		0.01
0.000181511		5.16771e-06		1.29193e-06		1.29193e-06		0.001
6.0535e-06		5.16786e-08		1.2923e-08		1.2923e-08		0.0001
6.0535e-06		5.16786e-08		1.2923e-08		1.2923e-08		0.0001
6.0535e-06		5.16786e-08		1.2923e-08		1.2923e-08		0.0001
