        29          7
        12 LIND  LOW           0
        50 TROE4 LOW           0
        52 TROE4 LOW           0
        54 TROE4 LOW           0
        56 TROE4 LOW           0
        57 TROE4 LOW           0
        59 TROE4 LOW           0
        63 TROE4 LOW           0
        70 TROE4 LOW           0
        71 TROE4 LOW           0
        72 TROE4 LOW           0
        74 TROE4 LOW           0
        76 TROE4 LOW           0
        83 TROE4 LOW           0
        85 TROE4 LOW           0
        95 TROE4 LOW           0
       131 TROE4 LOW           0
       140 TROE4 LOW           0
       147 TROE4 LOW           0
       158 TROE4 LOW           0
       174 TROE4 LOW           0
       185 LIND  LOW           0
       237 LIND  LOW           0
       241 TROE4 LOW           0
       289 TROE4 LOW           0
       304 TROE4 LOW           0
       312 TROE4 LOW           0
       318 TROE4 LOW           0
       320 TROE4 LOW           0
   6.0200000000000000e+14   0.0000000000000000e+00   1.5096568970344717e+03   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.0399999999999999e+26  -2.7599999999999998e+00   8.0515034508505164e+02   5.6200000000000006e-01   9.1000000000000000e+01   5.8360000000000000e+03   8.5520000000000000e+03
   2.6200000000000002e+33  -4.7599999999999998e+00   1.2278542762547038e+03   7.8300000000000003e-01   7.4000000000000000e+01   2.9410000000000000e+03   6.9640000000000000e+03
   2.4700000000000001e+24  -2.5699999999999998e+00   2.1386806041321685e+02   7.8239999999999998e-01   2.7100000000000000e+02   2.7550000000000000e+03   6.5700000000000000e+03
   1.2700000000000000e+32  -4.8200000000000003e+00   3.2860198458783671e+03   7.1870000000000001e-01   1.0300000000000000e+02   1.2910000000000000e+03   4.1600000000000000e+03
   2.2000000000000000e+30  -4.7999999999999998e+00   2.7978974491705544e+03   7.5800000000000001e-01   9.4000000000000000e+01   1.5550000000000000e+03   4.2000000000000000e+03
   4.3600000000000004e+31  -4.6500000000000004e+00   2.5563523456450389e+03   5.9999999999999998e-01   1.0000000000000000e+02   9.0000000000000000e+04   1.0000000000000000e+04
   4.6600000000000002e+41  -7.4400000000000004e+00   7.0853230367484548e+03   6.9999999999999996e-01   1.0000000000000000e+02   9.0000000000000000e+04   1.0000000000000000e+04
   3.7500000000000002e+33  -4.7999999999999998e+00   9.5611603478849884e+02   6.4639999999999997e-01   1.3200000000000000e+02   1.3150000000000000e+03   5.5660000000000000e+03
   3.8000000000000000e+40  -7.2699999999999996e+00   3.6332409321962955e+03   7.5070000000000003e-01   9.8500000000000000e+01   1.3020000000000000e+03   4.1670000000000000e+03
   1.3999999999999999e+30  -3.8599999999999999e+00   1.6706869660514822e+03   7.8200000000000003e-01   2.0750000000000000e+02   2.6630000000000000e+03   6.0950000000000000e+03
   5.9999999999999997e+41  -7.6200000000000001e+00   3.5074361907767561e+03   9.7529999999999994e-01   2.1000000000000000e+02   9.8400000000000000e+02   4.3740000000000000e+03
   1.9900000000000001e+41  -7.0800000000000001e+00   3.3640187855584813e+03   8.4219999999999995e-01   1.2500000000000000e+02   2.2190000000000000e+03   6.8820000000000000e+03
   5.0699999999999998e+27  -3.4199999999999999e+00   4.2446519754952569e+04   9.3200000000000005e-01   1.9700000000000000e+02   1.5400000000000000e+03   1.0300000000000000e+04
   2.3000000000000000e+18  -9.0000000000000002e-01  -8.5547224165286741e+02   7.3460000000000003e-01   9.4000000000000000e+01   1.7560000000000000e+03   5.1820000000000000e+03
